wavenumber,intensity
2260.7,6190.0000
2264.0,2725.0000
2267.3,1739.0000
2270.6,1338.0000
2273.8,1166.0000
2277.1,1061.0000
2280.3,1007.0000
2283.5,1232.0000
2286.8,1540.0000
2290.0,2221.0000
2293.2,2810.0000
2296.5,2557.0000
2299.7,1664.0000
2302.9,982.0000
2306.0,652.0000
2309.3,463.0000
2312.4,372.0000
2315.6,351.0000
2318.8,280.0000
2322.0,264.0000
2325.1,226.0000
2328.3,227.0000
2331.4,189.0000
2334.6,218.0000
2337.7,200.0000
2340.8,170.0000
2343.9,168.0000
2347.0,153.0000
2350.1,157.0000
2353.2,137.0000
2356.3,114.0000
2359.4,127.0000
2362.5,107.0000
2365.6,113.0000
2368.6,113.0000
2371.7,105.0000
2374.7,105.0000
2377.7,86.0000
2380.8,113.0000
2383.9,89.0000
2386.9,106.0000
2389.9,108.0000
2392.9,118.0000
2395.9,107.0000
2398.9,125.0000
2401.9,135.0000
2404.9,98.0000
2407.9,119.0000
2410.8,116.0000
2413.8,136.0000
2416.8,125.0000
2419.7,130.0000
2422.7,126.0000
2425.6,94.0000
2428.5,127.0000
2431.5,100.0000
2434.4,119.0000
2437.3,98.0000
2440.2,99.0000
2443.1,103.0000
2446.0,99.0000
2448.9,102.0000
2451.8,76.0000
2454.7,97.0000
2457.5,104.0000
2460.4,89.0000
2463.3,105.0000
2466.1,93.0000
2469.0,79.0000
2471.8,69.0000
2474.6,100.0000
2477.5,69.0000
2480.3,80.0000
2483.1,103.0000
2485.9,104.0000
2488.7,88.0000
2491.5,116.0000
2494.3,96.0000
