wavenumber,intensity
1200.2,19.0100
1201.2,27.9500
1202.3,16.0300
1203.4,13.7000
1204.5,9.3100
1205.6,4.8400
1206.7,1.1600
1207.7,2.4900
1208.8,3.9500
1209.9,0.6500
1211.0,23.8100
1212.1,4.5800
1213.1,0.0000
1214.2,4.6200
1215.3,1.8800
1216.4,0.0000
1217.5,6.8100
1218.5,5.0200
1219.6,5.9900
1220.7,0.0000
1221.8,0.0000
1222.8,0.0000
1223.9,0.0000
1225.0,2.6500
1226.1,0.0000
1227.1,0.0000
1228.2,0.2300
1229.3,0.0000
1230.4,8.4200
1231.4,3.2500
1232.5,9.1500
1233.6,0.0000
1234.7,5.9800
1235.7,0.0000
1236.8,0.0000
1237.9,5.1800
1239.0,7.0800
1240.0,1.7700
1241.1,9.2200
1242.2,0.0000
1243.2,3.5300
1244.3,0.0000
1245.4,0.0000
1246.5,0.0000
1247.5,4.1100
1248.6,0.0000
1249.7,0.0000
1250.7,0.0000
1251.8,0.0000
1252.9,0.0000
1253.9,0.0000
1255.0,0.0000
1256.1,3.5200
1257.1,0.0000
1258.2,0.0000
1259.3,1.4000
1260.3,2.5900
1261.4,0.0000
1262.5,5.3800
1263.5,0.0000
1264.6,9.4000
1265.7,6.2400
1266.7,0.0000
1267.8,0.0000
1268.8,5.5100
1269.9,9.0700
1271.0,1.9800
1272.0,0.0000
1273.1,0.0000
1274.2,24.5700
1275.2,6.9600
1276.3,26.9800
1277.3,13.3000
1278.4,44.6000
1279.5,29.2300
1280.5,25.6800
1281.6,61.5400
1282.6,65.8900
1283.7,72.5000
1284.8,67.2800
1285.8,90.2500
1286.9,122.2800
1287.9,115.9600
1289.0,133.9200
1290.0,160.3600
1291.1,174.4000
1292.2,191.8500
1293.2,203.6700
1294.3,219.4500
1295.3,234.6900
1296.4,269.2000
1297.4,278.8100
1298.5,305.4400
1299.5,325.8600
1300.6,346.3000
1301.7,358.2600
1302.7,365.6800
1303.8,373.1200
1304.8,401.5900
1305.9,406.2200
1306.9,418.2500
1308.0,430.3000
1309.0,444.0600
1310.1,436.7900
1311.1,431.7900
1312.2,452.9900
1313.2,449.7200
1314.3,453.8600
1315.3,443.7400
1316.4,454.7400
1317.4,444.6300
1318.5,463.0700
1319.5,460.4000
1320.6,436.5700
1321.6,441.3200
1322.7,444.3700
1323.7,449.1400
1324.7,445.3400
1325.8,428.9300
1326.8,453.2100
1327.9,457.4400
1328.9,479.4700
1330.0,482.5900
1331.0,532.8000
1332.1,543.4200
1333.1,621.8900
1334.2,654.4300
1335.2,695.6300
1336.2,758.7500
1337.3,842.6700
1338.3,908.2400
1339.4,1024.5900
1340.4,1052.8300
1341.4,1167.6500
1342.5,1236.9800
1343.5,1274.0500
1344.6,1235.4600
1345.6,1180.0800
1346.7,1047.7400
1347.7,976.0300
1348.7,828.4300
1349.8,720.0700
1350.8,628.4100
1351.8,544.8000
1352.9,466.9000
1353.9,398.8000
1355.0,363.7400
1356.0,319.3500
1357.0,280.1500
1358.1,249.6400
1359.1,229.0000
1360.1,194.9600
1361.2,178.3600
1362.2,172.8100
1363.2,188.2500
1364.3,193.2200
1365.3,171.9400
1366.3,199.1000
1367.4,201.1700
1368.4,151.2500
1369.4,118.8200
1370.5,120.2900
1371.5,111.2300
1372.5,82.2600
1373.6,69.6700
1374.6,79.3200
1375.6,71.9700
1376.7,91.1700
1377.7,103.3500
1378.7,156.6500
1379.8,175.3400
1380.8,225.2100
1381.8,263.3600
1382.8,302.7300
1383.9,297.9700
1384.9,316.7700
1385.9,294.3200
1387.0,309.6000
1388.0,319.5800
1389.0,300.6300
1390.0,301.1600
1391.0,338.9400
1392.1,302.2200
1393.1,353.0600
1394.1,367.2300
1395.2,403.9300
1396.2,404.5100
1397.2,459.6600
1398.2,489.3500
1399.2,541.0300
1400.3,565.4500
1401.3,619.6100
1402.3,687.5100
1403.3,707.2900
1404.4,771.1400
1405.4,823.1500
1406.4,881.1800
1407.4,908.8600
1408.4,900.7600
1409.5,960.1200
1410.5,968.7700
1411.5,1010.9000
1412.5,1023.1800
1413.5,1024.0900
1414.6,1041.1800
1415.6,1027.1200
1416.6,1044.2300
1417.6,1040.9600
1418.6,1016.0700
1419.7,1054.2200
1420.7,1044.3300
1421.7,1038.6500
1422.7,1072.6500
1423.7,1069.3800
1424.7,1099.8300
1425.7,1091.1500
1426.8,1114.4100
1427.8,1142.5300
1428.8,1151.9600
1429.8,1211.5400
1430.8,1237.9500
1431.8,1240.1900
1432.8,1298.7200
1433.8,1284.6600
1434.9,1356.6100
1435.9,1451.6800
1436.9,1508.6500
1437.9,1541.4100
1438.9,1635.5600
1439.9,1761.4100
1440.9,1846.6800
1441.9,1969.7700
1443.0,2149.0300
1444.0,2368.7200
1445.0,2557.5800
1446.0,2798.5300
